2,0,0.0,0.01,1.0,18,22,15
2,0,0.05,0.01,1.0,16,18,15
2,0,0.1,0.01,1.0,16,16,15
2,0,0.15000000000000002,0.01,1.0,16,15,15
2,0,0.2,0.01,1.0,18,22,15
2,0,0.25,0.01,1.0,16,18,15
2,0,0.30000000000000004,0.01,1.0,16,16,15
2,0,0.35000000000000003,0.01,1.0,16,16,15
2,0,0.4,0.01,1.0,16,15,15
2,0,0.45,0.01,1.0,16,16,15
2,0,0.5,0.01,1.0,15,15,15
2,0,0.55,0.01,1.0,16,18,15
2,0,0.6000000000000001,0.01,1.0,16,18,15
2,0,0.65,0.01,1.0,20,15,15
2,0,0.7000000000000001,0.01,1.0,16,19,15
2,0,0.75,0.01,1.0,16,18,15
2,0,0.8,0.01,1.0,16,16,15
2,0,0.8500000000000001,0.01,1.0,16,16,15
2,0,0.9,0.01,1.0,16,18,15
2,0,0.9500000000000001,0.01,1.0,16,18,15
2,0,1.0,0.01,1.0,16,17,15
2,1,0.0,0.01,1.0,16,15,15
2,1,0.05,0.01,1.0,16,16,15
2,1,0.1,0.01,1.0,16,18,15
2,1,0.15000000000000002,0.01,1.0,16,15,15
2,1,0.2,0.01,1.0,16,19,15
2,1,0.25,0.01,1.0,16,15,15
2,1,0.30000000000000004,0.01,1.0,16,15,15
2,1,0.35000000000000003,0.01,1.0,15,15,15
2,1,0.4,0.01,1.0,20,15,15
2,1,0.45,0.01,1.0,16,16,15
2,1,0.5,0.01,1.0,20,15,15
2,1,0.55,0.01,1.0,16,19,15
2,1,0.6000000000000001,0.01,1.0,18,22,15
2,1,0.65,0.01,1.0,18,22,15
2,1,0.7000000000000001,0.01,1.0,16,16,15
2,1,0.75,0.01,1.0,16,16,15
2,1,0.8,0.01,1.0,16,19,15
2,1,0.8500000000000001,0.01,1.0,16,19,15
2,1,0.9,0.01,1.0,16,16,15
2,1,0.9500000000000001,0.01,1.0,16,16,15
2,1,1.0,0.01,1.0,16,16,15
2,2,0.0,0.01,1.0,20,15,15
2,2,0.05,0.01,1.0,16,19,15
2,2,0.1,0.01,1.0,20,15,15
2,2,0.15000000000000002,0.01,1.0,16,16,15
2,2,0.2,0.01,1.0,16,16,15
2,2,0.25,0.01,1.0,16,16,15
2,2,0.30000000000000004,0.01,1.0,20,15,15
2,2,0.35000000000000003,0.01,1.0,18,22,15
2,2,0.4,0.01,1.0,20,15,15
2,2,0.45,0.01,1.0,16,16,15
2,2,0.5,0.01,1.0,16,18,15
2,2,0.55,0.01,1.0,16,19,15
2,2,0.6000000000000001,0.01,1.0,16,16,15
2,2,0.65,0.01,1.0,16,16,15
2,2,0.7000000000000001,0.01,1.0,15,15,15
2,2,0.75,0.01,1.0,16,19,15
2,2,0.8,0.01,1.0,16,15,15
2,2,0.8500000000000001,0.01,1.0,18,18,15
2,2,0.9,0.01,1.0,16,17,15
2,2,0.9500000000000001,0.01,1.0,16,16,16
2,2,1.0,0.01,1.0,16,19,15
2,3,0.0,0.01,1.0,20,15,15
2,3,0.05,0.01,1.0,16,16,15
2,3,0.1,0.01,1.0,16,16,16
2,3,0.15000000000000002,0.01,1.0,16,16,16
2,3,0.2,0.01,1.0,16,16,15
2,3,0.25,0.01,1.0,16,16,15
2,3,0.30000000000000004,0.01,1.0,16,17,15
2,3,0.35000000000000003,0.01,1.0,16,18,15
2,3,0.4,0.01,1.0,16,16,15
2,3,0.45,0.01,1.0,16,15,15
2,3,0.5,0.01,1.0,16,16,15
2,3,0.55,0.01,1.0,16,17,15
2,3,0.6000000000000001,0.01,1.0,18,22,15
2,3,0.65,0.01,1.0,18,18,15
2,3,0.7000000000000001,0.01,1.0,16,15,15
2,3,0.75,0.01,1.0,16,17,15
2,3,0.8,0.01,1.0,18,22,15
2,3,0.8500000000000001,0.01,1.0,16,18,15
2,3,0.9,0.01,1.0,16,19,15
2,3,0.9500000000000001,0.01,1.0,16,18,15
2,3,1.0,0.01,1.0,16,18,15
2,4,0.0,0.01,1.0,16,18,15
2,4,0.05,0.01,1.0,16,18,15
2,4,0.1,0.01,1.0,20,15,15
2,4,0.15000000000000002,0.01,1.0,16,18,15
2,4,0.2,0.01,1.0,20,15,15
2,4,0.25,0.01,1.0,18,18,15
2,4,0.30000000000000004,0.01,1.0,16,18,15
2,4,0.35000000000000003,0.01,1.0,16,18,15
2,4,0.4,0.01,1.0,16,19,15
2,4,0.45,0.01,1.0,16,15,15
2,4,0.5,0.01,1.0,16,16,15
2,4,0.55,0.01,1.0,18,22,15
2,4,0.6000000000000001,0.01,1.0,16,16,15
2,4,0.65,0.01,1.0,16,16,15
2,4,0.7000000000000001,0.01,1.0,16,18,15
2,4,0.75,0.01,1.0,16,16,15
2,4,0.8,0.01,1.0,16,18,15
2,4,0.8500000000000001,0.01,1.0,16,16,15
2,4,0.9,0.01,1.0,16,17,15
2,4,0.9500000000000001,0.01,1.0,16,18,15
2,4,1.0,0.01,1.0,16,16,16
2,5,0.0,0.01,1.0,16,15,15
2,5,0.05,0.01,1.0,16,16,15
2,5,0.1,0.01,1.0,18,22,15
2,5,0.15000000000000002,0.01,1.0,16,18,15
2,5,0.2,0.01,1.0,16,16,16
2,5,0.25,0.01,1.0,16,16,16
2,5,0.30000000000000004,0.01,1.0,16,16,15
2,5,0.35000000000000003,0.01,1.0,15,15,15
2,5,0.4,0.01,1.0,15,15,15
2,5,0.45,0.01,1.0,16,17,15
2,5,0.5,0.01,1.0,18,18,15
2,5,0.55,0.01,1.0,16,18,15
2,5,0.6000000000000001,0.01,1.0,16,16,15
2,5,0.65,0.01,1.0,16,18,15
2,5,0.7000000000000001,0.01,1.0,16,16,15
2,5,0.75,0.01,1.0,16,16,15
2,5,0.8,0.01,1.0,18,22,15
2,5,0.8500000000000001,0.01,1.0,16,18,15
2,5,0.9,0.01,1.0,16,18,15
2,5,0.9500000000000001,0.01,1.0,16,16,15
2,5,1.0,0.01,1.0,16,18,15
2,6,0.0,0.01,1.0,16,18,15
2,6,0.05,0.01,1.0,20,15,15
2,6,0.1,0.01,1.0,18,18,15
2,6,0.15000000000000002,0.01,1.0,16,16,15
2,6,0.2,0.01,1.0,16,15,15
2,6,0.25,0.01,1.0,16,15,15
2,6,0.30000000000000004,0.01,1.0,18,18,15
2,6,0.35000000000000003,0.01,1.0,18,18,15
2,6,0.4,0.01,1.0,16,17,15
2,6,0.45,0.01,1.0,16,16,15
2,6,0.5,0.01,1.0,16,19,15
2,6,0.55,0.01,1.0,16,18,15
2,6,0.6000000000000001,0.01,1.0,16,19,15
2,6,0.65,0.01,1.0,16,15,15
2,6,0.7000000000000001,0.01,1.0,16,16,15
2,6,0.75,0.01,1.0,16,16,16
2,6,0.8,0.01,1.0,16,18,15
2,6,0.8500000000000001,0.01,1.0,18,22,15
2,6,0.9,0.01,1.0,20,15,15
2,6,0.9500000000000001,0.01,1.0,16,16,16
2,6,1.0,0.01,1.0,16,17,15
2,7,0.0,0.01,1.0,16,18,15
2,7,0.05,0.01,1.0,16,18,15
2,7,0.1,0.01,1.0,16,16,15
2,7,0.15000000000000002,0.01,1.0,16,16,15
2,7,0.2,0.01,1.0,16,16,16
2,7,0.25,0.01,1.0,15,15,15
2,7,0.30000000000000004,0.01,1.0,16,16,15
2,7,0.35000000000000003,0.01,1.0,16,16,15
2,7,0.4,0.01,1.0,16,16,16
2,7,0.45,0.01,1.0,16,16,15
2,7,0.5,0.01,1.0,16,18,15
2,7,0.55,0.01,1.0,16,19,15
2,7,0.6000000000000001,0.01,1.0,15,15,15
2,7,0.65,0.01,1.0,16,17,15
2,7,0.7000000000000001,0.01,1.0,16,16,15
2,7,0.75,0.01,1.0,15,15,15
2,7,0.8,0.01,1.0,16,18,15
2,7,0.8500000000000001,0.01,1.0,16,18,15
2,7,0.9,0.01,1.0,18,18,15
2,7,0.9500000000000001,0.01,1.0,16,15,15
2,7,1.0,0.01,1.0,18,22,15
2,8,0.0,0.01,1.0,16,18,15
2,8,0.05,0.01,1.0,16,16,15
2,8,0.1,0.01,1.0,16,16,15
2,8,0.15000000000000002,0.01,1.0,16,17,15
2,8,0.2,0.01,1.0,16,16,15
2,8,0.25,0.01,1.0,16,18,15
2,8,0.30000000000000004,0.01,1.0,16,16,15
2,8,0.35000000000000003,0.01,1.0,16,17,15
2,8,0.4,0.01,1.0,18,18,15
2,8,0.45,0.01,1.0,18,22,15
2,8,0.5,0.01,1.0,16,16,15
2,8,0.55,0.01,1.0,16,16,15
2,8,0.6000000000000001,0.01,1.0,16,19,15
2,8,0.65,0.01,1.0,18,18,15
2,8,0.7000000000000001,0.01,1.0,16,18,15
2,8,0.75,0.01,1.0,16,16,15
2,8,0.8,0.01,1.0,18,22,15
2,8,0.8500000000000001,0.01,1.0,16,18,15
2,8,0.9,0.01,1.0,16,18,15
2,8,0.9500000000000001,0.01,1.0,16,16,15
2,8,1.0,0.01,1.0,16,15,15
2,9,0.0,0.01,1.0,16,17,15
2,9,0.05,0.01,1.0,15,15,15
2,9,0.1,0.01,1.0,16,18,15
2,9,0.15000000000000002,0.01,1.0,16,16,15
2,9,0.2,0.01,1.0,16,16,15
2,9,0.25,0.01,1.0,16,16,15
2,9,0.30000000000000004,0.01,1.0,16,16,15
