2,0,0.0,0.01,1.0,15,15,15
2,0,0.0,0.02,1.0,16,20,15
2,0,0.0,0.03,1.0,16,22,15
2,0,0.0,0.04,1.0,16,16,15
2,0,0.0,0.05,1.0,16,16,15
2,0,0.0,0.060000000000000005,1.0,16,22,15
2,0,0.0,0.06999999999999999,1.0,18,24,15
2,0,0.0,0.08,1.0,16,16,15
2,0,0.0,0.09,1.0,16,16,15
2,0,0.0,0.09999999999999999,0.0,24,18,14
2,0,0.0,0.11,0.0,18,24,14
2,0,0.0,0.12,0.0,18,24,14
2,0,0.0,0.13,0.0,14,16,13
2,0,0.0,0.14,0.0,20,18,14
2,0,0.0,0.15000000000000002,0.0,19,17,14
2,0,0.0,0.16,0.0,12,14,12
2,0,0.0,0.17,0.0,14,16,13
2,0,0.0,0.18000000000000002,0.0,16,14,12
2,0,0.0,0.19,0.0,14,14,13
2,0,0.0,0.2,0.0,14,16,13
2,0,0.1,0.01,1.0,16,16,15
2,0,0.1,0.02,1.0,16,20,15
2,0,0.1,0.03,1.0,16,18,15
2,0,0.1,0.04,1.0,16,16,15
2,0,0.1,0.05,1.0,20,18,15
2,0,0.1,0.060000000000000005,1.0,18,24,15
2,0,0.1,0.06999999999999999,1.0,16,22,15
2,0,0.1,0.08,1.0,16,22,15
2,0,0.1,0.09,1.0,16,18,15
2,0,0.1,0.09999999999999999,0.0,14,14,14
2,0,0.1,0.11,0.0,16,14,14
2,0,0.1,0.12,0.0,24,18,14
2,0,0.1,0.13,1.0,16,18,15
2,0,0.1,0.14,0.0,14,22,14
2,0,0.1,0.15000000000000002,0.0,14,14,14
2,0,0.1,0.16,0.0,13,15,13
2,0,0.1,0.17,0.0,24,16,13
2,0,0.1,0.18000000000000002,0.0,14,12,12
2,0,0.1,0.19,0.0,2,2,2
2,0,0.1,0.2,0.0,22,20,13
2,0,0.2,0.01,1.0,16,16,16
2,0,0.2,0.02,1.0,16,16,15
2,0,0.2,0.03,1.0,16,18,15
2,0,0.2,0.04,1.0,16,16,15
2,0,0.2,0.05,1.0,16,16,15
2,0,0.2,0.060000000000000005,1.0,15,15,15
2,0,0.2,0.06999999999999999,1.0,16,18,15
2,0,0.2,0.08,1.0,16,16,15
2,0,0.2,0.09,1.0,18,18,15
2,0,0.2,0.09999999999999999,0.0,16,22,14
2,0,0.2,0.11,0.0,14,14,13
2,0,0.2,0.12,0.0,20,26,14
2,0,0.2,0.13,0.0,16,20,14
2,0,0.2,0.14,0.0,18,24,14
2,0,0.2,0.15000000000000002,0.0,18,24,14
2,0,0.2,0.16,0.0,13,15,13
2,0,0.2,0.17,0.0,1,1,1
2,0,0.2,0.18000000000000002,0.0,22,20,13
2,0,0.2,0.19,0.0,14,12,12
2,0,0.2,0.2,0.0,1,1,1
2,0,0.30000000000000004,0.01,1.0,16,20,15
2,0,0.30000000000000004,0.02,1.0,16,22,15
2,0,0.30000000000000004,0.03,1.0,18,18,15
2,0,0.30000000000000004,0.04,1.0,18,24,15
2,0,0.30000000000000004,0.05,1.0,18,18,15
2,0,0.30000000000000004,0.060000000000000005,1.0,18,18,15
2,0,0.30000000000000004,0.06999999999999999,1.0,15,15,15
2,0,0.30000000000000004,0.08,1.0,16,22,15
2,0,0.30000000000000004,0.09,1.0,16,16,15
2,0,0.30000000000000004,0.09999999999999999,0.0,16,16,14
2,0,0.30000000000000004,0.11,0.0,14,14,13
2,0,0.30000000000000004,0.12,0.0,18,24,14
2,0,0.30000000000000004,0.13,0.0,14,14,13
2,0,0.30000000000000004,0.14,0.0,16,20,14
2,0,0.30000000000000004,0.15000000000000002,0.0,14,15,14
2,0,0.30000000000000004,0.16,0.5,15,20,13
2,0,0.30000000000000004,0.17,0.0,11,11,10
2,0,0.30000000000000004,0.18000000000000002,0.5,20,22,13
2,0,0.30000000000000004,0.19,0.0,22,20,13
2,0,0.30000000000000004,0.2,0.0,15,13,13
2,0,0.4,0.01,1.0,16,22,15
2,0,0.4,0.02,1.0,16,22,15
2,0,0.4,0.03,1.0,18,18,15
2,0,0.4,0.04,1.0,16,16,15
2,0,0.4,0.05,1.0,16,16,16
2,0,0.4,0.060000000000000005,1.0,15,15,15
2,0,0.4,0.06999999999999999,1.0,18,18,15
2,0,0.4,0.08,1.0,15,15,15
2,0,0.4,0.09,1.0,16,22,15
